Username,Computer,Lat,Lng,Dynamo Version,Revit Version,IP,City,Country,Packages Installed,Graph Name,Graph Version,Graph Packages,Execution Time,Time Saved,Datetime
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",438,7130115,1549722576348
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",126,6905753,1552526276134
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",823,4282637,1551880422735
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Elevation_Change Elevation Crop Line Weight (Version 2.0.2).dyn,0.9.1,"Lunchbox for Dynamo",141,1482614,1552167922399
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",121,5513369,1551588524426
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Rooms_Renumber by Level _ Model Line (Version 2.0.2).dyn,0.4.3,"MESH TOOLKIT,Bumblebee",489,5087341,1552809195077
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",245,3617330,1552862396617
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",701,1133355,1553111557897
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",441,7009719,1551243947794
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",483,5599040,1554143216300
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",155,1711869,1553473956872
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Room_Delete all unplaced _ unbounded (Version 2.0.2).dyn,1.3.7,"Lunchbox for Dynamo,MESH TOOLKIT",774,1954831,1549310318251
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",984,5673928,1550459785871
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Batch Create 3D Views for each Workset (Version 2.0.2).dyn,1.6.4,"BIMORPH NODES,DYNAMO UNFOLD",653,4948957,1551015395681
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Ceiling_Find Room Name (Version 2.0.2).dyn,1.2.9,"SteamNodes",884,6385216,1552251487879
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",310,5725249,1552005296322
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",485,4928045,1553243980211
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",141,1690598,1552473555337
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Room_Delete all unplaced _ unbounded (Version 2.0.2).dyn,1.3.7,"Lunchbox for Dynamo,MESH TOOLKIT",555,3730316,1554415596507
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",700,1491708,1552848873437
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Batch Create 3D Views for each Workset (Version 2.0.2).dyn,1.6.4,"BIMORPH NODES,DYNAMO UNFOLD",416,3529137,1554354584664
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",526,2938377,1550422651184
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",762,968184,1549475541080
FerrellN502,ENIDAN,-86.186480,-122.964190,1.0.0,2017.9.4,54.193.0.0,San Francisco,United States,"Vinson,Cantu,Stuart",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",488,2334111,1551456379680
BrewerS146,ALLETS,5.876510,50.501670,2.0.1,2016.7.8,54.184.0.0,Portland,United States,"Joyner,Witt,Carney",Sheet_All Sheets Names to Uppercase (Version 2.0.2).dyn,0.6.5,"SteamNodes,DYNAMO UNFOLD",881,5478699,1551208828445
BrewerS146,ALLETS,5.876510,50.501670,2.0.1,2016.7.8,54.184.0.0,Portland,United States,"Joyner,Witt,Carney",Rooms_Renumber by Level _ Model Line (Version 2.0.2).dyn,0.4.3,"MESH TOOLKIT,Bumblebee",422,6477430,1552510290094
BrewerS146,ALLETS,5.876510,50.501670,2.0.1,2016.7.8,54.184.0.0,Portland,United States,"Joyner,Witt,Carney",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",119,2090340,1552580093877
BrewerS146,ALLETS,5.876510,50.501670,2.0.1,2016.7.8,54.184.0.0,Portland,United States,"Joyner,Witt,Carney",Parameter_List All (If COBie Parameters are ticked) (Version 2.0.2).dyn,0.8.6,"Rhythm,MESH TOOLKIT",729,1121607,1554186647385
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",914,4428128,1553095842486
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",553,4208141,1554387751787
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",404,7009124,1550163328976
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Batch Create 3D Views for each Workset (Version 2.0.2).dyn,1.6.4,"BIMORPH NODES,DYNAMO UNFOLD",509,1580784,1550914341756
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",511,6798761,1549321890909
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",469,6320248,1553768657872
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",616,4794988,1552100641875
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",863,4284815,1553283900962
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",344,2010835,1552147565328
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",957,4406818,1552315591905
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",506,6730726,1549794463960
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Room Tag_Center on Room Location Point (Version 2.0.2).dyn,1.6.5,"SteamNodes",125,1757524,1551651249376
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",964,2954366,1553262349666
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",226,4706337,1553157520843
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Legend_Add to Multiple Sheets (Version 2.0.2).dyn,0.1.8,"Clockwork for Dynamo",225,4284661,1551228701647
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Room_Delete all unplaced _ unbounded (Version 2.0.2).dyn,1.3.7,"Lunchbox for Dynamo,MESH TOOLKIT",936,4831042,1553281782867
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Parameter_List All (If COBie Parameters are ticked) (Version 2.0.2).dyn,0.8.6,"Rhythm,MESH TOOLKIT",326,1184353,1554001813611
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Parameter_Simple Mapping (Category Restricted) (Version 2.0.2).dyn,0.4.2,"BIMORPH NODES,FIREFLY FOR DYNAMO",629,3818704,1550087528387
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Batch Create (Version 2.0.2).dyn,0.4.2,"Bumblebee",385,3762695,1552626171284
CarrollJ344,ENAJ,-78.569790,-76.314690,2.0.1,2017.0.8,176.32.64.0,Tokyo,Japan,"Burks",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",998,4623915,1549372500544
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Project Parameters_Delete by Name (Version 2.0.2).dyn,1.0.6,"Lunchbox for Dynamo",741,4501104,1553878719850
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Room Tag_Center on Room Location Point (Version 2.0.2).dyn,1.6.5,"SteamNodes",109,1599757,1550418997364
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",210,1140746,1550417700047
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",278,6511031,1551938970674
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",393,5724935,1551108420632
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Ceiling_Find Room Name (Version 2.0.2).dyn,1.2.9,"SteamNodes",262,1698271,1553737290124
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Filter_Create (Version 2.0.2).dyn,1.5.3,"BIMORPH NODES,Lunchbox for Dynamo",158,4677751,1549372877404
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",433,4444236,1550855675794
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",734,2397419,1549633649062
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",517,6762654,1553400899801
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",AutoCAD_Cleanup Unwanted Content (Version 2.0.2).dyn,1.6.8,"DYNASTRATOR,FIREFLY FOR DYNAMO",530,915581,1551949753151
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",676,4118769,1551475888612
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Create from Excel (Version 2.0.2).dyn,0.0.3,"ARCHI-LAB",847,4718864,1554367073381
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",164,3115862,1553251771903
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Room Tag_All Room Names to Uppercase (Version 2.0.2).dyn,0.6.1,"SteamNodes,MESH TOOLKIT",140,3813020,1553612618225
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",244,5272895,1549850165288
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Batch Create (Version 2.0.2).dyn,0.4.2,"Bumblebee",673,3334888,1553845742759
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",368,3123161,1553164785349
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",911,2995773,1552494037482
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Workset_Categories to Workset (Version 2.0.2).dyn,0.6.4,"MESH TOOLKIT",669,2654181,1554465821597
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Ceiling_Find Room Name (Version 2.0.2).dyn,1.2.9,"SteamNodes",711,3326690,1553653428283
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Templates_Delete Unused (Version 2.0.2).dyn,0.0.4,"SteamNodes",646,3662182,1552413388905
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Floor_Batch Create from Room Footprints (Version 2.0.2).dyn,1.6.6,"SteamNodes",165,7144558,1549272403278
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Template_View Template Name to View Group Parameter (Version 2.0.2).dyn,0.2.6,"ARCHI-LAB,MESH TOOLKIT",794,3535608,1552435392745
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Filter_Add to View (Version 2.0.2).dyn,0.9.6,"SteamNodes,DYNASTRATOR",938,6745468,1552029338308
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View Filters_Delete Unused (Version 2.0.2).dyn,0.7.1,"Lunchbox for Dynamo,ARCHI-LAB",888,2038174,1550742106363
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",Element_Creator _ Last Editor (Version 2.0.2).dyn,1.8.7,"DYNAMO UNFOLD,Bumblebee",366,4549515,1553811886761
ByrdA681,NALA,61.880300,1.176420,1.0.1,2017.2.4,107.20.0.0,Baltimore,United States,"Rasmussen",View_Delete All Not on Sheet (Version 2.0.2).dyn,1.8.4,"SteamNodes,DYNAMO UNFOLD",478,1825653,1550410726332
HunterE150,LEIKEZE,68.081360,87.317380,2.0.1,2016.4.3,54.207.0.0,Sao Paulo,Brazil,"Harper,Hobbs,Summers,Rasmussen,Byrd",Workset_Rename OOTB to LHA Standard (Version 2.0.2).dyn,0.3.0,"FIREFLY FOR DYNAMO,Lunchbox for Dynamo",215,1015373,1551093524449
